Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
"Union, TN",47173,0,247.14,0,0,0,247.13,0,0,0,218.25,0,0,0,223.57,0,0,0,223.56,0,0,0,223.55,0,0,0,23.57,0,0,0,23.57,0,0
"Van Buren, TN",47175,0,274.61,0,0,0,274.59,0,0,0,272.52,0,0,0,273.47,0,0,0,273.46,0,0,0,273.42,0,0,0,1.14,0,0,0,1.14,0,0
"Warren, TN",47177,0,434.12,0,0,0,434.08,0,0,0,430.58,0,0,0,432.71,0,0,0,432.69,0,0,0,432.68,0,0,0,1.41,0,0,0,1.4,0,0
"Washington, TN",47179,0,329.71,0,0,0,329.8,0,0,0,326.27,0,0,0,326.22,0,0,0,326.31,0,0,0,326.47,0,0,0,3.49,0,0,0,3.49,0,0
"Wayne, TN",47181,0,735.65,0,0,0,735.59,0,0,0,733.64,0,0,0,734.02,0,0,0,733.96,0,0,0,734.1,0,0,0,1.63,0,0,0,1.63,0,0
"Weakley, TN",47183,0,581.85,0,0,0,581.81,0,0,0,581.43,0,0,0,580.28,0,0,0,580.19,0,0,0,580.36,0,0,0,1.57,0,0,0,1.62,0,0
"White, TN",47185,0,379.55,0,0,0,379.39,0,0,0,373,0,0,0,376.75,0,0,0,376.58,0,0,0,376.67,0,0,0,2.8,0,0,0,2.8,0,0
"Williamson, TN",47187,0,583.67,0,0,0,583.62,0,0,0,583.74,0,0,0,582.73,0,0,0,582.68,0,0,0,582.6,0,0,0,0.94,0,0,0,0.94,0,0
"Wilson, TN",47189,0,583.27,0,0,0,583.2,0,0,0,570.49,0,0,0,570.64,0,0,0,570.57,0,0,0,570.83,0,0,0,12.63,0,0,0,12.63,0,0
TEXAS,48000,0,268600.96,0,0,0,268580.82,0,0,0,262016.56,0,0,0,261914.26,0,0,0,261797.12,0,0,0,261231.71,0,0,0,6686.7,0,0,0,6783.7,0,0
"Anderson, TX",48001,0,1078.05,0,0,0,1077.95,0,0,0,1076.88,0,0,0,1070.93,0,0,0,1070.79,0,0,0,1062.6,0,0,0,7.12,0,0,0,7.16,0,0
"Andrews, TX",48003,0,1501.09,0,0,0,1500.99,0,0,0,1500.96,0,0,0,1500.73,0,0,0,1500.64,0,0,0,1500.71,0,0,0,0.36,0,0,0,0.36,0,0
"Angelina, TX",48005,0,864.51,0,0,0,864.45,0,0,0,806.63,0,0,0,801.62,0,0,0,801.56,0,0,0,797.78,0,0,0,62.89,0,0,0,62.89,0,0
"Aransas, TX",48007,0,528.01,0,0,0,527.95,0,0,0,280.46,0,0,0,251.96,0,0,0,251.86,0,0,0,252.07,0,0,0,276.05,0,0,0,276.09,0,0
"Archer, TX",48009,0,925.85,0,0,0,925.78,0,0,0,907.36,0,0,0,909.76,0,0,0,909.7,0,0,0,903.11,0,0,0,16.09,0,0,0,16.09,0,0
"Armstrong, TX",48011,0,913.85,0,0,0,913.81,0,0,0,909.46,0,0,0,913.67,0,0,0,913.63,0,0,0,909.11,0,0,0,0.18,0,0,0,0.18,0,0
"Atascosa, TX",48013,0,1235.73,0,0,0,1235.61,0,0,0,1217.92,0,0,0,1232.22,0,0,0,1232.12,0,0,0,1219.54,0,0,0,3.51,0,0,0,3.49,0,0
"Austin, TX",48015,0,656.44,0,0,0,656.37,0,0,0,655.67,0,0,0,652.66,0,0,0,652.59,0,0,0,646.51,0,0,0,3.78,0,0,0,3.78,0,0
"Bailey, TX",48017,0,827.43,0,0,0,827.38,0,0,0,826.44,0,0,0,826.75,0,0,0,826.69,0,0,0,826.8,0,0,0,0.68,0,0,0,0.68,0,0
"Bandera, TX",48019,0,797.6,0,0,0,797.54,0,0,0,792.68,0,0,0,791.77,0,0,0,791.73,0,0,0,790.96,0,0,0,5.83,0,0,0,5.81,0,0
"Bastrop, TX",48021,0,895.99,0,0,0,895.92,0,0,0,894.87,0,0,0,888.45,0,0,0,888.35,0,0,0,888.15,0,0,0,7.54,0,0,0,7.57,0,0
"Baylor, TX",48023,0,901.08,0,0,0,901.01,0,0,0,862.16,0,0,0,870.84,0,0,0,870.77,0,0,0,867.48,0,0,0,30.24,0,0,0,30.24,0,0
"Bee, TX",48025,0,880.39,0,0,0,880.31,0,0,0,880.39,0,0,0,880.22,0,0,0,880.14,0,0,0,880.24,0,0,0,0.17,0,0,0,0.17,0,0
"Bell, TX",48027,0,1087.19,0,0,0,1087.93,0,0,0,1054.78,0,0,0,1058.99,0,0,0,1059.72,0,0,0,1051.02,0,0,0,28.2,0,0,0,28.21,0,0
"Bexar, TX",48029,0,1256.76,0,0,0,1256.66,0,0,0,1247.69,0,0,0,1246.93,0,0,0,1246.82,0,0,0,1239.82,0,0,0,9.83,0,0,0,9.84,0,0
"Blanco, TX",48031,0,713.46,0,0,0,713.41,0,0,0,713.52,0,0,0,711.3,0,0,0,711.24,0,0,0,709.25,0,0,0,2.16,0,0,0,2.16,0,0
"Borden, TX",48033,0,906.11,0,0,0,906.04,0,0,0,899.71,0,0,0,898.86,0,0,0,898.8,0,0,0,897.44,0,0,0,7.25,0,0,0,7.24,0,0
"Bosque, TX",48035,0,1002.72,0,0,0,1002.63,0,0,0,988.79,0,0,0,989.28,0,0,0,989.18,0,0,0,982.98,0,0,0,13.44,0,0,0,13.46,0,0
"Bowie, TX",48037,0,922.83,0,0,0,922.77,0,0,0,890.76,0,0,0,887.94,0,0,0,887.87,0,0,0,885.01,0,0,0,34.89,0,0,0,34.9,0,0
"Brazoria, TX",48039,0,1597.54,0,0,0,1597.44,0,0,0,1406.87,0,0,0,1386.88,0,0,0,1386.4,0,0,0,1357.7,0,0,0,210.66,0,0,0,211.04,0,0
"Brazos, TX",48041,0,590.35,0,0,0,590.29,0,0,0,588.56,0,0,0,585.83,0,0,0,585.78,0,0,0,585.45,0,0,0,4.52,0,0,0,4.51,0,0
"Brewster, TX",48043,0,6193.22,0,0,0,6192.78,0,0,0,6168.82,0,0,0,6193.04,0,0,0,6192.61,0,0,0,6183.73,0,0,0,0.18,0,0,0,0.18,0,0
"Briscoe, TX",48045,0,901.64,0,0,0,901.59,0,0,0,887.27,0,0,0,900.31,0,0,0,900.25,0,0,0,900,0,0,0,1.33,0,0,0,1.33,0,0
"Brooks, TX",48047,0,943.67,0,0,0,943.61,0,0,0,941.74,0,0,0,943.34,0,0,0,943.28,0,0,0,943.36,0,0,0,0.33,0,0,0,0.33,0,0
"Brown, TX",48049,0,957.03,0,0,0,956.94,0,0,0,936.01,0,0,0,943.99,0,0,0,943.85,0,0,0,944.43,0,0,0,13.04,0,0,0,13.08,0,0
"Burleson, TX",48051,0,677.83,0,0,0,677.78,0,0,0,668.5,0,0,0,665.61,0,0,0,665.54,0,0,0,659.03,0,0,0,12.22,0,0,0,12.24,0,0
"Burnet, TX",48053,0,1020.18,0,0,0,1020.96,0,0,0,994.05,0,0,0,995.3,0,0,0,996.04,0,0,0,994.26,0,0,0,24.88,0,0,0,24.93,0,0
"Caldwell, TX",48055,0,547.46,0,0,0,547.41,0,0,0,545.69,0,0,0,545.79,0,0,0,545.73,0,0,0,545.26,0,0,0,1.67,0,0,0,1.69,0,0
"Calhoun, TX",48057,0,1032.24,0,0,0,1032.16,0,0,0,540,0,0,0,512.36,0,0,0,512.31,0,0,0,506.84,0,0,0,519.88,0,0,0,519.84,0,0
"Callahan, TX",48059,0,901.34,0,0,0,901.26,0,0,0,899.12,0,0,0,898.7,0,0,0,898.62,0,0,0,899.37,0,0,0,2.64,0,0,0,2.64,0,0
"Cameron, TX",48061,0,1276.42,0,0,0,1276.33,0,0,0,905.57,0,0,0,905.57,0,0,0,905.76,0,0,0,890.92,0,0,0,370.85,0,0,0,370.58,0,0
"Camp, TX",48063,0,203.21,0,0,0,203.2,0,0,0,202.71,0,0,0,197.52,0,0,0,197.51,0,0,0,195.83,0,0,0,5.69,0,0,0,5.69,0,0
"Carson, TX",48065,0,924.15,0,0,0,924.1,0,0,0,923.55,0,0,0,923.24,0,0,0,923.19,0,0,0,920.22,0,0,0,0.91,0,0,0,0.91,0,0
"Cass, TX",48067,0,960.41,0,0,0,960.35,0,0,0,936.64,0,0,0,937.47,0,0,0,937.35,0,0,0,936.96,0,0,0,22.94,0,0,0,22.99,0,0
"Castro, TX",48069,0,899.39,0,0,0,899.32,0,0,0,899.32,0,0,0,898.43,0,0,0,898.31,0,0,0,894.43,0,0,0,0.96,0,0,0,1,0,0
"Chambers, TX",48071,0,868.59,0,0,0,871.99,0,0,0,616.1,0,0,0,599.36,0,0,0,599.31,0,0,0,597.14,0,0,0,269.23,0,0,0,272.68,0,0
"Cherokee, TX",48073,0,1062.02,0,0,0,1061.93,0,0,0,1052.05,0,0,0,1052.32,0,0,0,1052.22,0,0,0,1052.91,0,0,0,9.7,0,0,0,9.72,0,0
"Childress, TX",48075,0,713.66,0,0,0,713.61,0,0,0,707,0,0,0,710.39,0,0,0,710.34,0,0,0,696.41,0,0,0,3.27,0,0,0,3.27,0,0
"Clay, TX",48077,0,1116.23,0,0,0,1116.17,0,0,0,1085.5,0,0,0,1097.87,0,0,0,1097.82,0,0,0,1088.72,0,0,0,18.36,0,0,0,18.36,0,0
"Cochran, TX",48079,0,775.34,0,0,0,775.31,0,0,0,774.58,0,0,0,775.25,0,0,0,775.22,0,0,0,775.15,0,0,0,0.09,0,0,0,0.09,0,0
"Coke, TX",48081,0,928.07,0,0,0,927.97,0,0,0,908.14,0,0,0,898.9,0,0,0,898.81,0,0,0,911.47,0,0,0,29.17,0,0,0,29.17,0,0
"Coleman, TX",48083,0,1281.55,0,0,0,1281.45,0,0,0,1277.3,0,0,0,1272.94,0,0,0,1260.2,0,0,0,1261.95,0,0,0,8.61,0,0,0,21.25,0,0
"Collin, TX",48085,0,885.91,0,0,0,885.85,0,0,0,851.39,0,0,0,847.71,0,0,0,847.56,0,0,0,841.23,0,0,0,38.2,0,0,0,38.29,0,0
"Collingsworth, TX",48087,0,919.48,0,0,0,919.44,0,0,0,908.83,0,0,0,918.84,0,0,0,918.8,0,0,0,918.44,0,0,0,0.64,0,0,0,0.64,0,0
"Colorado, TX",48089,0,973.68,0,0,0,973.59,0,0,0,964.59,0,0,0,963.04,0,0,0,962.95,0,0,0,960.27,0,0,0,10.64,0,0,0,10.64,0,0
"Comal, TX",48091,0,574.65,0,0,0,574.59,0,0,0,555.01,0,0,0,561.5,0,0,0,561.45,0,0,0,559.48,0,0,0,13.15,0,0,0,13.15,0,0
"Comanche, TX",48093,0,947.74,0,0,0,947.67,0,0,0,930.16,0,0,0,937.76,0,0,0,937.69,0,0,0,937.75,0,0,0,9.98,0,0,0,9.98,0,0
"Concho, TX",48095,0,993.75,0,0,0,993.69,0,0,0,992.45,0,0,0,991.52,0,0,0,991.45,0,0,0,983.8,0,0,0,2.23,0,0,0,2.23,0,0
"Cooke, TX",48097,0,898.87,0,0,0,898.81,0,0,0,892.56,0,0,0,873.79,0,0,0,873.64,0,0,0,874.76,0,0,0,25.08,0,0,0,25.17,0,0
"Coryell, TX",48099,0,1056.81,0,0,0,1056.73,0,0,0,1056.64,0,0,0,1051.85,0,0,0,1051.76,0,0,0,1052.07,0,0,0,4.96,0,0,0,4.97,0,0
"Cottle, TX",48101,0,901.66,0,0,0,901.59,0,0,0,895.46,0,0,0,901.24,0,0,0,901.18,0,0,0,900.56,0,0,0,0.42,0,0,0,0.42,0,0
"Crane, TX",48103,0,785.65,0,0,0,785.59,0,0,0,782.13,0,0,0,785.62,0,0,0,785.56,0,0,0,785.07,0,0,0,0.03,0,0,0,0.03,0,0
"Crockett, TX",48105,0,2807.66,0,0,0,2807.43,0,0,0,2806.03,0,0,0,2807.65,0,0,0,2807.42,0,0,0,2807.33,0,0,0,0.01,0,0,0,0.01,0,0
"Crosby, TX",48107,0,901.74,0,0,0,901.69,0,0,0,898.52,0,0,0,899.57,0,0,0,899.51,0,0,0,900.2,0,0,0,2.17,0,0,0,2.17,0,0
"Culberson, TX",48109,0,3812.94,0,0,0,3812.71,0,0,0,3814.61,0,0,0,3812.69,0,0,0,3812.46,0,0,0,3812.8,0,0,0,0.25,0,0,0,0.25,0,0
"Dallam, TX",48111,0,1505.37,0,0,0,1505.26,0,0,0,1505.45,0,0,0,1504.81,0,0,0,1504.69,0,0,0,1503.26,0,0,0,0.56,0,0,0,0.56,0,0
"Dallas, TX",48113,0,908.87,0,0,0,908.56,0,0,0,879.95,0,0,0,879.88,0,0,0,879.6,0,0,0,871.28,0,0,0,28.99,0,0,0,28.96,0,0
"Dawson, TX",48115,0,902.16,0,0,0,902.12,0,0,0,902.69,0,0,0,902.1,0,0,0,902.06,0,0,0,900.31,0,0,0,0.06,0,0,0,0.06,0,0
"Deaf Smith, TX",48117,0,1498.36,0,0,0,1498.26,0,0,0,1497.27,0,0,0,1497.44,0,0,0,1497.34,0,0,0,1496.87,0,0,0,0.92,0,0,0,0.92,0,0
"Delta, TX",48119,0,277.94,0,0,0,277.92,0,0,0,278.05,0,0,0,277.17,0,0,0,277.08,0,0,0,256.83,0,0,0,0.77,0,0,0,0.84,0,0
"Denton, TX",48121,0,957.72,0,0,0,957.88,0,0,0,910.76,0,0,0,888.49,0,0,0,888.54,0,0,0,878.43,0,0,0,69.23,0,0,0,69.34,0,0
"DeWitt, TX",48123,0,910.55,0,0,0,910.47,0,0,0,910.44,0,0,0,909.28,0,0,0,909.18,0,0,0,908.98,0,0,0,1.27,0,0,0,1.29,0,0
"Dickens, TX",48125,0,905.26,0,0,0,905.21,0,0,0,906.54,0,0,0,904.26,0,0,0,904.21,0,0,0,901.72,0,0,0,1,0,0,0,1,0,0
"Dimmit, TX",48127,0,1334.58,0,0,0,1334.48,0,0,0,1307.19,0,0,0,1331.01,0,0,0,1330.91,0,0,0,1328.88,0,0,0,3.57,0,0,0,3.57,0,0
"Donley, TX",48129,0,933.09,0,0,0,933.05,0,0,0,929.08,0,0,0,929.81,0,0,0,929.77,0,0,0,926.89,0,0,0,3.28,0,0,0,3.28,0,0
"Duval, TX",48131,0,1795.82,0,0,0,1795.67,0,0,0,1795.07,0,0,0,1792.85,0,0,0,1792.71,0,0,0,1793.48,0,0,0,2.97,0,0,0,2.97,0,0
"Eastland, TX",48133,0,931.98,0,0,0,931.9,0,0,0,924.13,0,0,0,926.09,0,0,0,926.01,0,0,0,926.49,0,0,0,5.89,0,0,0,5.89,0,0
"Ector, TX",48135,0,901.76,0,0,0,901.68,0,0,0,903.34,0,0,0,901.13,0,0,0,901.06,0,0,0,897.69,0,0,0,0.63,0,0,0,0.62,0,0
"Edwards, TX",48137,0,2120.13,0,0,0,2119.95,0,0,0,2120.5,0,0,0,2119.94,0,0,0,2119.75,0,0,0,2117.86,0,0,0,0.19,0,0,0,0.19,0,0
"Ellis, TX",48139,0,951.73,0,0,0,951.66,0,0,0,938.87,0,0,0,939.98,0,0,0,939.91,0,0,0,935.49,0,0,0,11.75,0,0,0,11.75,0,0
"El Paso, TX",48141,0,1014.75,0,0,0,1014.68,0,0,0,1014.03,0,0,0,1013.09,0,0,0,1013.11,0,0,0,1012.69,0,0,0,1.66,0,0,0,1.57,0,0
"Erath, TX",48143,0,1089.88,0,0,0,1089.8,0,0,0,1079.52,0,0,0,1086.41,0,0,0,1086.33,0,0,0,1083.07,0,0,0,3.47,0,0,0,3.47,0,0
"Falls, TX",48145,0,773.86,0,0,0,773.81,0,0,0,770.44,0,0,0,769.14,0,0,0,769.09,0,0,0,765.48,0,0,0,4.72,0,0,0,4.72,0,0
"Fannin, TX",48147,0,899.23,0,0,0,899.16,0,0,0,894.83,0,0,0,891.56,0,0,0,891.45,0,0,0,890.84,0,0,0,7.67,0,0,0,7.71,0,0
"Fayette, TX",48149,0,959.92,0,0,0,959.84,0,0,0,949.78,0,0,0,950.13,0,0,0,950.03,0,0,0,950.01,0,0,0,9.79,0,0,0,9.81,0,0
"Fisher, TX",48151,0,901.82,0,0,0,901.74,0,0,0,896.5,0,0,0,901.24,0,0,0,901.16,0,0,0,898.94,0,0,0,0.58,0,0,0,0.58,0,0
"Floyd, TX",48153,0,992.57,0,0,0,992.51,0,0,0,992.29,0,0,0,992.3,0,0,0,992.19,0,0,0,992.14,0,0,0,0.27,0,0,0,0.32,0,0
"Foard, TX",48155,0,707.74,0,0,0,707.69,0,0,0,703,0,0,0,706.73,0,0,0,706.68,0,0,0,704.4,0,0,0,1.01,0,0,0,1.01,0,0
"Fort Bend, TX",48157,0,886.11,0,0,0,886.05,0,0,0,875.68,0,0,0,875.04,0,0,0,874.64,0,0,0,861.48,0,0,0,11.07,0,0,0,11.41,0,0
"Franklin, TX",48159,0,294.79,0,0,0,294.77,0,0,0,294.16,0,0,0,285.67,0,0,0,285.66,0,0,0,284.39,0,0,0,9.12,0,0,0,9.12,0,0
"Freestone, TX",48161,0,892.2,0,0,0,892.13,0,0,0,887.95,0,0,0,885.25,0,0,0,877.43,0,0,0,877.74,0,0,0,6.95,0,0,0,14.7,0,0
"Frio, TX",48163,0,1134.39,0,0,0,1134.28,0,0,0,1132.82,0,0,0,1133.13,0,0,0,1133.02,0,0,0,1133.5,0,0,0,1.26,0,0,0,1.26,0,0
"Gaines, TX",48165,0,1502.91,0,0,0,1502.84,0,0,0,1503.67,0,0,0,1502.42,0,0,0,1502.35,0,0,0,1502.38,0,0,0,0.49,0,0,0,0.49,0,0
"Galveston, TX",48167,0,876.46,0,0,0,872.93,0,0,0,399,0,0,0,398.68,0,0,0,398.47,0,0,0,378.36,0,0,0,477.78,0,0,0,474.46,0,0
"Garza, TX",48169,0,896.25,0,0,0,896.19,0,0,0,894.75,0,0,0,895.62,0,0,0,895.56,0,0,0,893.41,0,0,0,0.63,0,0,0,0.63,0,0
"Gillespie, TX",48171,0,1061.58,0,0,0,1061.48,0,0,0,1061.44,0,0,0,1061.16,0,0,0,1061.06,0,0,0,1058.21,0,0,0,0.42,0,0,0,0.42,0,0
"Glasscock, TX",48173,0,901,0,0,0,900.93,0,0,0,900.37,0,0,0,900.82,0,0,0,900.75,0,0,0,900.22,0,0,0,0.18,0,0,0,0.19,0,0
"Goliad, TX",48175,0,859.43,0,0,0,859.35,0,0,0,858.65,0,0,0,853.58,0,0,0,853.52,0,0,0,852.01,0,0,0,5.85,0,0,0,5.83,0,0
"Gonzales, TX",48177,0,1069.91,0,0,0,1069.82,0,0,0,1067.72,0,0,0,1067.85,0,0,0,1067.75,0,0,0,1066.69,0,0,0,2.06,0,0,0,2.07,0,0
"Gray, TX",48179,0,929.3,0,0,0,929.25,0,0,0,920.84,0,0,0,928.33,0,0,0,928.28,0,0,0,925.97,0,0,0,0.97,0,0,0,0.97,0,0
"Grayson, TX",48181,0,979.25,0,0,0,979.19,0,0,0,934.09,0,0,0,933.68,0,0,0,933.51,0,0,0,932.8,0,0,0,45.57,0,0,0,45.68,0,0
"Gregg, TX",48183,0,276.41,0,0,0,276.37,0,0,0,272.84,0,0,0,274.07,0,0,0,274.03,0,0,0,273.3,0,0,0,2.34,0,0,0,2.34,0,0
"Grimes, TX",48185,0,801.27,0,0,0,801.16,0,0,0,799.4,0,0,0,793.82,0,0,0,793.6,0,0,0,787.46,0,0,0,7.45,0,0,0,7.56,0,0
"Guadalupe, TX",48187,0,714.23,0,0,0,714.17,0,0,0,713.26,0,0,0,711.2,0,0,0,711.14,0,0,0,711.3,0,0,0,3.03,0,0,0,3.03,0,0
"Hale, TX",48189,0,1004.86,0,0,0,1004.77,0,0,0,1005.4,0,0,0,1004.75,0,0,0,1004.65,0,0,0,1004.68,0,0,0,0.11,0,0,0,0.12,0,0
"Hall, TX",48191,0,904.13,0,0,0,904.08,0,0,0,876.58,0,0,0,903.14,0,0,0,903.09,0,0,0,883.49,0,0,0,0.99,0,0,0,0.99,0,0
"Hamilton, TX",48193,0,836.45,0,0,0,836.38,0,0,0,836.01,0,0,0,835.78,0,0,0,835.71,0,0,0,835.91,0,0,0,0.67,0,0,0,0.67,0,0
"Hansford, TX",48195,0,920.48,0,0,0,920.4,0,0,0,920.75,0,0,0,919.88,0,0,0,919.8,0,0,0,919.81,0,0,0,0.6,0,0,0,0.6,0,0
"Hardeman, TX",48197,0,697.05,0,0,0,697,0,0,0,687.92,0,0,0,695.43,0,0,0,695.38,0,0,0,695.11,0,0,0,1.62,0,0,0,1.62,0,0
"Hardin, TX",48199,0,897.43,0,0,0,897.37,0,0,0,898.13,0,0,0,894.38,0,0,0,894.33,0,0,0,890.57,0,0,0,3.05,0,0,0,3.04,0,0
"Harris, TX",48201,0,1777.89,0,0,0,1777.69,0,0,0,1734.3,0,0,0,1728.99,0,0,0,1728.83,0,0,0,1703.48,0,0,0,48.9,0,0,0,48.87,0,0
"Harrison, TX",48203,0,915.17,0,0,0,915.09,0,0,0,908.49,0,0,0,898.84,0,0,0,898.71,0,0,0,899.95,0,0,0,16.33,0,0,0,16.38,0,0
"Hartley, TX",48205,0,1463.3,0,0,0,1463.2,0,0,0,1461.81,0,0,0,1462.35,0,0,0,1462.25,0,0,0,1462.03,0,0,0,0.95,0,0,0,0.95,0,0
"Haskell, TX",48207,0,910.33,0,0,0,910.25,0,0,0,900.82,0,0,0,903.04,0,0,0,902.97,0,0,0,903.13,0,0,0,7.29,0,0,0,7.29,0,0
"Hays, TX",48209,0,679.85,0,0,0,679.79,0,0,0,678.21,0,0,0,677.93,0,0,0,677.87,0,0,0,677.98,0,0,0,1.92,0,0,0,1.92,0,0
"Hemphill, TX",48211,0,912.11,0,0,0,912.06,0,0,0,902.78,0,0,0,909.73,0,0,0,909.68,0,0,0,906.29,0,0,0,2.38,0,0,0,2.38,0,0
"Henderson, TX",48213,0,949.09,0,0,0,949,0,0,0,888.42,0,0,0,874.37,0,0,0,874.24,0,0,0,873.75,0,0,0,74.72,0,0,0,74.76,0,0
"Hidalgo, TX",48215,0,1582.78,0,0,0,1582.66,0,0,0,1569.21,0,0,0,1569.07,0,0,0,1569.75,0,0,0,1570.87,0,0,0,13.71,0,0,0,12.92,0,0
"Hill, TX",48217,0,985.71,0,0,0,985.65,0,0,0,968.36,0,0,0,962.43,0,0,0,962.36,0,0,0,958.86,0,0,0,23.28,0,0,0,23.29,0,0
"Hockley, TX",48219,0,908.57,0,0,0,908.55,0,0,0,907.78,0,0,0,908.3,0,0,0,908.28,0,0,0,908.39,0,0,0,0.27,0,0,0,0.27,0,0
"Hood, TX",48221,0,436.82,0,0,0,436.8,0,0,0,424.96,0,0,0,421.63,0,0,0,421.61,0,0,0,420.64,0,0,0,15.19,0,0,0,15.19,0,0
"Hopkins, TX",48223,0,792.8,0,0,0,792.74,0,0,0,789.21,0,0,0,784.76,0,0,0,782.4,0,0,0,767.17,0,0,0,8.04,0,0,0,10.35,0,0
"Houston, TX",48225,0,1236.93,0,0,0,1236.83,0,0,0,1234.34,0,0,0,1230.99,0,0,0,1230.89,0,0,0,1230.91,0,0,0,5.94,0,0,0,5.94,0,0
"Howard, TX",48227,0,904.27,0,0,0,904.19,0,0,0,901.01,0,0,0,902.91,0,0,0,902.84,0,0,0,900.79,0,0,0,1.36,0,0,0,1.36,0,0
"Hudspeth, TX",48229,0,4572.26,0,0,0,4571.93,0,0,0,4566.51,0,0,0,4571.33,0,0,0,4571,0,0,0,4570.98,0,0,0,0.93,0,0,0,0.93,0,0
"Hunt, TX",48231,0,882.09,0,0,0,882.02,0,0,0,840.14,0,0,0,841.23,0,0,0,841.16,0,0,0,840.32,0,0,0,40.86,0,0,0,40.87,0,0
"Hutchinson, TX",48233,0,895.01,0,0,0,894.95,0,0,0,871.5,0,0,0,887.43,0,0,0,887.37,0,0,0,887.42,0,0,0,7.58,0,0,0,7.58,0,0
"Irion, TX",48235,0,1051.68,0,0,0,1051.59,0,0,0,1051.86,0,0,0,1051.57,0,0,0,1051.48,0,0,0,1051.56,0,0,0,0.11,0,0,0,0.11,0,0
"Jack, TX",48237,0,920.18,0,0,0,920.11,0,0,0,919.72,0,0,0,917.43,0,0,0,916.61,0,0,0,910.66,0,0,0,2.75,0,0,0,3.5,0,0
"Jackson, TX",48239,0,857.1,0,0,0,857.03,0,0,0,843.59,0,0,0,829.52,0,0,0,829.49,0,0,0,829.44,0,0,0,27.58,0,0,0,27.54,0,0
"Jasper, TX",48241,0,969.68,0,0,0,969.62,0,0,0,921.16,0,0,0,937.47,0,0,0,937.4,0,0,0,938.85,0,0,0,32.21,0,0,0,32.22,0,0
"Jeff Davis, TX",48243,0,2264.77,0,0,0,2264.6,0,0,0,2257.36,0,0,0,2264.59,0,0,0,2264.43,0,0,0,2264.56,0,0,0,0.18,0,0,0,0.18,0,0
"Jefferson, TX",48245,0,1111.32,0,0,0,1111.26,0,0,0,937.37,0,0,0,903.6,0,0,0,903.55,0,0,0,876.3,0,0,0,207.72,0,0,0,207.71,0,0
"Jim Hogg, TX",48247,0,1136.24,0,0,0,1136.16,0,0,0,1136.18,0,0,0,1136.19,0,0,0,1136.11,0,0,0,1136.14,0,0,0,0.05,0,0,0,0.05,0,0
"Jim Wells, TX",48249,0,868.3,0,0,0,868.22,0,0,0,866.78,0,0,0,864.65,0,0,0,864.52,0,0,0,864.97,0,0,0,3.65,0,0,0,3.71,0,0
"Johnson, TX",48251,0,734.43,0,0,0,734.46,0,0,0,730.3,0,0,0,729.37,0,0,0,729.42,0,0,0,724.69,0,0,0,5.06,0,0,0,5.03,0,0
"Jones, TX",48253,0,937.21,0,0,0,937.13,0,0,0,930.64,0,0,0,931.08,0,0,0,930.99,0,0,0,928.55,0,0,0,6.13,0,0,0,6.14,0,0
"Karnes, TX",48255,0,753.58,0,0,0,753.58,0,0,0,753.2,0,0,0,750.31,0,0,0,750.32,0,0,0,747.56,0,0,0,3.27,0,0,0,3.27,0,0
"Kaufman, TX",48257,0,806.87,0,0,0,806.81,0,0,0,788.35,0,0,0,786.12,0,0,0,786.04,0,0,0,780.7,0,0,0,20.75,0,0,0,20.76,0,0
"Kendall, TX",48259,0,663.1,0,0,0,663.04,0,0,0,662.76,0,0,0,662.5,0,0,0,662.44,0,0,0,662.45,0,0,0,0.6,0,0,0,0.6,0,0
"Kenedy, TX",48261,0,1945.6,0,0,0,1945.6,0,0,0,1389.15,0,0,0,1456.87,0,0,0,1456.77,0,0,0,1458.33,0,0,0,488.73,0,0,0,488.83,0,0
"Kent, TX",48263,0,902.97,0,0,0,902.91,0,0,0,878.27,0,0,0,902.39,0,0,0,902.33,0,0,0,902.51,0,0,0,0.58,0,0,0,0.58,0,0
"Kerr, TX",48265,0,1107.76,0,0,0,1107.66,0,0,0,1107.04,0,0,0,1106.27,0,0,0,1106.12,0,0,0,1103.32,0,0,0,1.49,0,0,0,1.54,0,0
"Kimble, TX",48267,0,1251.02,0,0,0,1250.92,0,0,0,1249.76,0,0,0,1250.79,0,0,0,1250.7,0,0,0,1250.99,0,0,0,0.23,0,0,0,0.23,0,0
"King, TX",48269,0,913.38,0,0,0,913.33,0,0,0,913.88,0,0,0,912.34,0,0,0,912.29,0,0,0,910.87,0,0,0,1.04,0,0,0,1.04,0,0
"Kinney, TX",48271,0,1365.4,0,0,0,1365.31,0,0,0,1358.84,0,0,0,1363.53,0,0,0,1363.44,0,0,0,1360.06,0,0,0,1.87,0,0,0,1.87,0,0
"Kleberg, TX",48273,0,1090.5,0,0,0,1090.29,0,0,0,852.7,0,0,0,871.06,0,0,0,870.97,0,0,0,881.31,0,0,0,219.44,0,0,0,219.32,0,0
